capa_id,open_date,close_date,days_to_close,product,department,severity,root_cause,regulatory_reference,incident_summary,root_cause_detail,corrective_action,preventive_action,effectiveness_check,effectiveness_rating,recurrence,investigator_name,investigator_role,approver_name,approver_role,ca_completion_date,pa_completion_date,ec_completion_date
CAPA-2022-0929,2022-12-29,2023-04-04,96,Dexamethasone 4mg/mL Injection,Dispensary,Medium,Equipment Failure,21 CFR Part 211.101,Autoclave HP-372 temperature sensor drifted — batch C8422A sterilisation load recorded 119.7°C against required 121°C minimum. Biological indicator result pending.,Thermocouple calibration drift identified. Calibration due date was 3 weeks prior — PM task delayed due to production scheduling conflict.,Load quarantined. Thermocouple replaced and calibrated. Biological indicator result: growth detected — load re-sterilised. Batch risk-assessed by QA.,Autoclave calibration scheduled independently of production — engineering calendar separated from production planning. Calibration overdue = automatic production hold on that autoclave.,100% on-time calibration for autoclave sensors for 12 months. Zero sterilisation failures attributed to sensor drift.,Effective,No,T. Brown,Regulatory Affairs Lead,Dr. A. Gupta,Site Director,2023-01-11,2023-02-05,2023-03-23
CAPA-2023-0930,2023-05-18,2023-10-09,144,Insulin Injection 100IU/mL,Dispensary,Low,Human Error,21 CFR Part 211.101,Operator OP-4215 added double quantity of API Batch to batch C7152C during dispensing. Error not detected until IPC check — quantity 16.6% above specification. Batch placed on hold.,Operator did not perform second-check of dispensed quantity before proceeding. Dispensing SOP requires second-operator verification but this step was skipped under time pressure.,Batch rejected — reblending not feasible for this formulation. Operator OP-2491 suspended from dispensing pending retraining on SOP-112. Root cause discussion conducted with team.,Second-operator verification made mandatory at system level — EBR will not allow dispensing step to advance without two distinct operator sign-offs. Supervisory oversight increased during dispensing.,Zero dispensing errors over next 6 months. EBR dual sign-off compliance 100% on monthly audit.,Effective,No,J. Patel,QA Manager,Dr. S. Mehta,QA Director,2023-06-04,2023-07-20,2023-09-25
CAPA-2018-0931,2018-12-09,2019-04-09,121,Morphine Sulfate 10mg/mL Injection,QC Laboratory,High,Material / Supplier Defect,ICH Q2(R1),Moisture ingress in Microcrystalline Cellulose lot LOT-77889 — 4.7% moisture against NMT 2.0%. Packaging appeared intact. Discovered during incoming QC testing.,Supplier had temporary storage issue — materials stored in non-climate-controlled area during transit delay. Packaging moisture barrier integrity not tested before shipment.,"Lot rejected. All in-house stock from same supplier lot quarantined and tested. {random.randint(2,5)} additional lots found non-compliant — all rejected.",Moisture indicator card added inside all excipient shipments — colour change on receipt triggers automatic rejection. Storage condition declaration required from supplier for all shipments.,Zero moisture OOS results on incoming testing for 12 months. 100% moisture indicator check compliance on incoming QC log.,Not Effective,Yes,R. Sharma,Engineering Lead,Dr. S. Mehta,QA Director,2018-12-24,2019-01-31,2019-04-05
CAPA-2023-0932,2023-10-23,2024-02-15,115,Vancomycin 500mg Powder for Infusion,Stability,High,Human Error,21 CFR Part 211.166,Wrong batch number entered in electronic batch record for batch B1721B by operator OP-9036. Error discovered during QA batch record review — two batches had same number in system.,Operator manually typed batch number rather than scanning barcode from manufacturing order. Keyboard transposition created duplicate batch number. EBR did not flag the duplicate.,Batch record corrected with full audit trail. Investigation confirmed no product mix-up occurred. System vendor engaged to add duplicate batch number validation.,EBR updated to reject duplicate batch numbers at entry — system alert raised immediately. Batch number entry by keyboard disabled — scan only via barcode reader.,Zero duplicate batch number events in EBR for 12 months.,Partially Effective,No,A. Kumar,QC Manager,Dr. L. Fernandez,QP / Responsible Person,2023-11-01,2023-12-15,2024-02-11
CAPA-2018-0933,2018-12-09,2019-04-10,122,Amoxicillin 500mg Capsules,Sterile Fill,Low,Process Deviation,21 CFR Part 211.113,Dissolution failure at 60 minute timepoint for batch C8551A — 64.0% dissolved against NLT 80%. Three consecutive batches failed same timepoint.,Disintegrant particle size from new supplier lot was outside historical range. Smaller particle size reduced disintegrant performance. Incoming test for particle size was not performed on this excipient.,Three batches rejected. Emergency particle size testing of all remaining disintegrant stock. Alternative approved supplier lot sourced. Reformulation study initiated.,Particle size testing added to incoming QC specification for disintegrant. Supplier change notification procedure tightened — any new supplier lot requires comparative dissolution testing before use.,Zero dissolution failures for 12 months. 100% incoming particle size compliance for disintegrant on monthly QC report.,Partially Effective,No,J. Patel,QA Manager,Dr. L. Fernandez,QP / Responsible Person,2018-12-24,2019-01-08,2019-03-27
CAPA-2018-0934,2018-04-16,2018-07-27,102,Salbutamol Inhaler 100mcg,QC Laboratory,Low,Documentation Error,ICH Q2(R1),Deviation report for batch A2353C closed without verification that all assigned corrective actions were completed. Two actions out of five remained open at time of closure.,QA reviewer closed deviation based on progress report from action owners without independently verifying completion. Closure criteria checklist not mandatory in previous QMS version.,Deviation reopened. Remaining two actions completed and independently verified by QA. Deviation re-closed with full evidence package attached.,QMS updated — deviation cannot be closed unless all linked corrective actions show 'Verified Complete' status in system. Verification requires QA sign-off separate from action owner sign-off.,Zero premature deviation closures for 12 months on monthly QA deviation audit.,Effective,No,L. Chen,Validation Lead,Dr. S. Mehta,QA Director,2018-05-14,2018-05-28,2018-07-19
CAPA-2023-0935,2023-11-10,2024-01-31,82,Paracetamol 500mg Tablets,Stability,Medium,Process Deviation,ICH Q1A(R2),Dissolution failure at 60 minute timepoint for batch C5786B — 53.0% dissolved against NLT 83%. Three consecutive batches failed same timepoint.,Disintegrant particle size from new supplier lot was outside historical range. Smaller particle size reduced disintegrant performance. Incoming test for particle size was not performed on this excipient.,Three batches rejected. Emergency particle size testing of all remaining disintegrant stock. Alternative approved supplier lot sourced. Reformulation study initiated.,Particle size testing added to incoming QC specification for disintegrant. Supplier change notification procedure tightened — any new supplier lot requires comparative dissolution testing before use.,Zero dissolution failures for 12 months. 100% incoming particle size compliance for disintegrant on monthly QC report.,Effective,No,T. Brown,Regulatory Affairs Lead,Dr. A. Gupta,Site Director,2023-12-09,2023-12-18,2024-01-26
CAPA-2020-0936,2020-10-03,2021-02-02,122,Atorvastatin 20mg Tablets,Dispensary,Medium,Documentation Error,EU GMP Chapter 5,Stability sample for batch A6146B not collected at 12-month timepoint. Missing collection discovered 10 days after due date during stability manager review.,Stability schedule transferred manually to QC calendar on product changeover. Transfer error omitted this specific batch. No automated reminder system in place.,Accelerated stability assessment performed on retained samples. Bracketing and matrixing approach justified the missing timepoint per ICH Q1D. Regulatory authority notified per reporting requirements.,Stability schedules auto-generated and uploaded to LIMS on batch release. QC analyst receives LIMS reminder 7 and 3 days before each pull date. Missed timepoints auto-escalate to QA within 24 hours of due date.,Zero missed stability timepoints for 24 months. Monthly LIMS stability compliance report reviewed at QA management meeting.,Effective,No,J. Patel,QA Manager,Dr. S. Mehta,QA Director,2020-10-20,2020-11-16,2021-01-25
CAPA-2018-0937,2018-07-20,2018-11-24,127,Morphine Sulfate 10mg/mL Injection,QC Laboratory,High,Equipment Failure,ICH Q2(R1),Tablet press FD-253 punch wear resulted in weight variation OOS during compression of batch D7188C. RSD 3.5% against limit 2%. 18% of tablets outside ±5% weight limit.,Punches worn beyond allowable limit. No intermediate wear measurement performed between batches. Wear only detected at batch failure.,Compression halted. Worn punches replaced. Batch 100% weight-sorted; OOS tablets rejected. Replacement punches qualified before restart.,Punch wear gauge check added to start-up procedure and every 2 hours mid-run. Punch replacement triggered at 80% of maximum wear limit.,Zero punch-wear-related OOS events on this press for 12 months. Punch inspection records reviewed on monthly QA audit.,Effective,No,L. Chen,Validation Lead,Dr. A. Gupta,Site Director,2018-08-05,2018-08-29,2018-11-19
CAPA-2021-0938,2021-12-25,2022-05-01,127,Salbutamol Inhaler 100mcg,Warehouse,High,Material / Supplier Defect,EU GMP Chapter 3,Particle size of Povidone lot LOT-15488 from ExciPure Corp outside specification — D90 384.0µm against NMT 200µm. Discovered during incoming QC. Previous lots all compliant.,Supplier milling equipment calibration had drifted — milling screen replaced without re-qualification of particle size output. Change not notified to pharmaceutical customer.,"Lot rejected. Supplier formally notified. All batches manufactured with this lot quarantined — dissolution testing performed. {random.randint(2,4)} batches showed dissolution impact and were rejected.",Supplier quality agreement updated — any equipment change affecting particle size requires 30-day prior notification and sample submission for qualification testing before shipment.,Zero particle size OOS results from this supplier for 24 months. Annual supplier process capability review for critical quality attributes.,Effective,No,M. Williams,QA Analyst,Dr. L. Fernandez,QP / Responsible Person,2022-01-24,2022-01-30,2022-04-19
CAPA-2023-0939,2023-12-08,2024-03-09,92,Amoxicillin 500mg Capsules,Stability,Low,Material / Supplier Defect,21 CFR Part 211.166,Microbial contamination in Lactose Monohydrate lot LOT-26484 from PharmChem Ltd — total aerobic count 997 CFU/g against NMT 237 CFU/g specification.,Supplier warehouse roof leak during storm allowed water ingress to storage area — affected bags not identified and segregated before shipment.,Lot rejected. All batches manufactured with this lot tested for bioburden impact. Supplier GMP audit initiated immediately. Alternative supplier lot sourced for ongoing production.,Microbial testing extended to all incoming lots of this excipient (previously tested quarterly). Supplier required to provide batch microbiological testing certificate with every shipment.,Zero microbial OOS events from incoming materials for 12 months. Annual supplier audit confirms adequate warehouse controls.,Partially Effective,No,P. Singh,Production Manager,Dr. L. Fernandez,QP / Responsible Person,2024-01-05,2024-01-10,2024-02-25
CAPA-2023-0940,2023-12-05,2024-03-10,96,Enoxaparin 40mg/0.4mL Injection,Packaging,Low,Material / Supplier Defect,21 CFR Part 211.130,Label batch LOT-33258 from ExciPure Corp — barcode scan failure rate 28.7% on incoming inspection. Required scan success rate: ≥99.9%. Labels unreadable by automated dispensing and packing systems.,"Supplier printer head alignment had drifted — narrow bars in Code 128 barcode below minimum width. Defect only apparent at scan, not visible inspection. Supplier had no outgoing scan verification.",Lot rejected. Emergency reprint commissioned at alternative print supplier with 48-hour turnaround. Incoming 100% barcode scan check performed on emergency lot — passed.,100% barcode scan verification required from supplier with each label delivery — scan report attached to COA. Incoming 100% scan added to label QC procedure.,Zero barcode scan failures on incoming label lots for 24 months. 100% supplier scan certificate compliance on monthly QC log.,Effective,No,M. Williams,QA Analyst,Dr. L. Fernandez,QP / Responsible Person,2023-12-30,2024-01-08,2024-03-03
CAPA-2020-0941,2020-09-21,2021-02-19,151,Lisinopril 10mg Tablets,Warehouse,Medium,Human Error,21 CFR Part 211.142,Incorrect expiry date printed on 1659 units of product for batch D5835C by operator OP-3799. Error discovered during packing QA line check. Correct date: 2027-10.,Operator manually entered expiry date into label printing system. Transposition error made (month and year swapped). No automated cross-check with batch record.,All mislabelled units isolated and relabelled under dual QA supervision. 100% barcode verification performed on relabelled units. Distribution check confirmed no units released.,Expiry date auto-populated from batch record in printing system — manual entry disabled. Barcode scan of printed label vs batch record mandatory before label application begins.,Zero labelling errors for 12 months. Monthly label audit: 100% of batches verified for correct expiry date.,Effective,No,P. Singh,Production Manager,Dr. S. Mehta,QA Director,2020-10-09,2020-12-01,2021-02-14
CAPA-2022-0942,2022-03-11,2022-07-29,140,Amoxicillin 500mg Capsules,Stability,Low,Process Deviation,ICH Q1A(R2),Tablet hardness for batch B2705B failed specification — 74.0% of tablets below minimum 6.8 kP during IPC at 50% compression.,"Compression force drifted below validated minimum — tablet press {equip()} main compression roll bearing showing early wear, causing force variation between strokes.",Compression halted. Bearing replaced. Batch 100% checked by automated hardness tester. Sub-specification tablets rejected. Remaining batch released after QA review.,Compression force monitoring added to real-time SCADA display with alert at ±5% from setpoint. Main compression roll bearing added to 6-monthly PM schedule.,Zero hardness OOS events on this press for 12 months. Bearing inspection records reviewed quarterly.,Effective,No,M. Williams,QA Analyst,Dr. S. Mehta,QA Director,2022-04-09,2022-05-02,2022-07-26
CAPA-2020-0943,2020-07-14,2020-10-20,98,Insulin Injection 100IU/mL,Warehouse,Medium,Human Error,21 CFR Part 211.142,Incorrect cleaning agent (Quaternary Ammonium) applied to equipment BLD-448 by operator OP-9904 after batch B5814A manufacture. Approved agent is IPA 70%.,Cleaning agents stored side-by-side in unlabelled containers on cleaning trolley. Operator selected wrong bottle. Cleaning agent inventory not controlled at point of use.,Equipment re-cleaned with correct approved agent. Residue swab tested — passed before next manufacturing use. Incorrect agent containers removed from area immediately.,Cleaning agents dispensed from locked cabinet — key released only after correct agent confirmed on cleaning record. Containers colour-coded per equipment type. Cleaning SOP updated with photo guide.,Zero incorrect cleaning agent events for 12 months. Monthly cleaning audit: 100% correct agent usage verified.,Effective,No,P. Singh,Production Manager,Dr. A. Gupta,Site Director,2020-08-11,2020-08-22,2020-10-14
CAPA-2021-0944,2021-04-08,2021-08-10,124,Warfarin 5mg Tablets,Stability,High,Environmental Control Failure,21 CFR Part 211.166,HVAC system failure in Grade B manufacturing suite B — differential pressure dropped to 4 Pa (limit ≥15 Pa) for 6.1 hours during batch B8629C.,HVAC supply fan belt failed — no redundancy available on this system. Production was not notified of HVAC alarm for 45 minutes due to alarm panel location in engineering area.,"Area evacuated. Batch risk-assessed — manufacturing in early stage, low risk. Batch accepted with documented QA justification. HVAC repaired with new belt and alignment check.",Redundant HVAC fan installed in Grade B suite. HVAC alarms mirrored to production area panel and QA office. Response procedure added to area emergency response document.,Zero HVAC differential pressure failures for 12 months. Alarm response time ≤15 minutes on monthly alarm log.,Partially Effective,No,J. Patel,QA Manager,Dr. A. Gupta,Site Director,2021-04-20,2021-05-08,2021-08-04
CAPA-2023-0945,2023-02-06,2023-06-21,135,Atorvastatin 20mg Tablets,Sterile Fill,Low,Human Error,21 CFR Part 211.113,Analyst OP-4183 prepared HPLC standard solution at 85.0% of required concentration for batch C6162C assay. Results reported before error identified by second analyst during peer review.,"Analyst misread SOP — volumetric flask size specified was 100mL but analyst used 250mL. Calculation error not identified before solution use. Peer review is advisory, not mandatory.",All results for batch invalidated. Standard solution remade at correct concentration. Analysis repeated by senior analyst. Correct results obtained — batch released.,Mandatory second-analyst verification of standard solution preparation before analysis begins. LIMS calculation check added — system flags if standard response factor deviates >5% from expected.,Zero standard preparation errors for 12 months. 100% peer review compliance on monthly QC audit.,Partially Effective,No,R. Sharma,Engineering Lead,Dr. S. Mehta,QA Director,2023-02-27,2023-04-02,2023-06-17
CAPA-2018-0946,2018-11-11,2019-03-31,140,Atorvastatin 20mg Tablets,QC Laboratory,Medium,Environmental Control Failure,21 CFR Part 211.192,Relative humidity in tablet manufacturing suite rose to 65.0% — limit ≤55% RH. Exceedance lasted 1.6 hours during batch B9070A compression. Moisture-sensitive product at risk.,Dehumidification unit failed during seasonal high-humidity period. Preventive maintenance had not identified developing fault — unit operating at reduced capacity before failure.,Compression halted. Batch moisture content tested on retained samples — passed. Dehumidification unit repaired. Room re-qualified before restart.,Humidity alert set at 50% RH — dehumidification increases automatically before limit reached. Dehumidification unit performance check added to monthly PM including capacity verification.,RH within 55% limit for 12 months on continuous monitoring log. Zero humidity-related process holds.,Not Effective,Yes,J. Patel,QA Manager,Dr. A. Gupta,Site Director,2018-11-18,2019-01-10,2019-03-20
CAPA-2021-0947,2021-10-02,2022-01-18,108,Heparin Sodium 5000IU/mL,QC Laboratory,Low,Training Gap,21 CFR Part 211.192,Supervisor OP-2561 in Packaging did not report deviation for batch D9592A within required 4-hour timeframe — reported 13.0 hours after discovery.,Supervisor was unaware that the 4-hour reporting requirement had been updated in SOP {sop()} 6 weeks prior. Training on the update was not completed — supervisor name absent from training completion list.,Late deviation accepted with documented justification. Supervisor {op()} trained on updated SOP immediately. All supervisors verified against training completion list for this SOP.,SOP updates with regulatory impact (including reporting timelines) require supervisor sign-off within 5 working days of issue. QMS blocks batch release if supervisor training not current.,100% deviation reporting within required timeframe for 12 months on monthly deviation metrics report.,Not Effective,Yes,J. Patel,QA Manager,Dr. L. Fernandez,QP / Responsible Person,2021-10-31,2021-12-01,2022-01-07
CAPA-2022-0948,2022-05-24,2022-10-19,148,Omeprazole 20mg Capsules,Stability,High,Environmental Control Failure,21 CFR Part 211.166,Temperature excursion in cold room CR-02 — reached 15.5°C for 3.3 hours. Limit 2–8°C. Batch D5323C and 4 other product batches potentially affected.,"Refrigeration compressor failed overnight. Night shift operator did not respond to alarm within required 15 minutes — response was {round(random.uniform(45,120),0)} minutes after initial alarm.",Compressor replaced. All affected batches quarantined and thermal stability assessments initiated per product stability data. Engineering root cause investigation completed.,24/7 alarm escalation: unacknowledged alarm after 10 minutes auto-escalates to on-call engineer via SMS. Backup refrigeration unit installed in critical cold rooms. Alarm response training refreshed for all shifts.,Zero temperature excursions exceeding 30 minutes for 12 months. 100% alarm response within 15 minutes on monthly alarm log review.,Partially Effective,No,M. Williams,QA Analyst,Dr. S. Mehta,QA Director,2022-06-09,2022-07-23,2022-10-11
CAPA-2022-0949,2022-07-27,2022-11-26,122,Heparin Sodium 5000IU/mL,QC Laboratory,Medium,Equipment Failure,21 CFR Part 211.192,Coating pan AC-418 experienced nozzle blockage during batch A3018C film coating. Spray rate dropped causing uneven coat weight — 21.0% of tablets outside ±5.9% uniformity limit.,Nozzle orifice blocked by dried coating solution due to inadequate purging at end of previous run.,"Coating halted. Nozzle removed, ultrasonically cleaned, and flow rate verified. Batch quarantined and reworked after QA approval. Equipment FD-399 re-validated before return to service.",Nozzle purge step added to start-up and end-of-run checklist. Nozzle inspection added to weekly PM schedule. Coating solution viscosity specification tightened with incoming test mandatory.,Zero coating OOS events over next 10 batches on this equipment. Nozzle PM compliance ≥ 100% for 3 months.,Effective,No,J. Patel,QA Manager,Dr. L. Fernandez,QP / Responsible Person,2022-08-07,2022-08-22,2022-11-12
CAPA-2021-0950,2021-04-19,2021-08-17,120,Ciprofloxacin 250mg Tablets,Manufacturing,Medium,Equipment Failure,ICH Q10,Autoclave BAL-716 temperature sensor drifted — batch B2204A sterilisation load recorded 118.9°C against required 121°C minimum. Biological indicator result pending.,Thermocouple calibration drift identified. Calibration due date was 3 weeks prior — PM task delayed due to production scheduling conflict.,Load quarantined. Thermocouple replaced and calibrated. Biological indicator result: growth detected — load re-sterilised. Batch risk-assessed by QA.,Autoclave calibration scheduled independently of production — engineering calendar separated from production planning. Calibration overdue = automatic production hold on that autoclave.,100% on-time calibration for autoclave sensors for 12 months. Zero sterilisation failures attributed to sensor drift.,Effective,No,J. Patel,QA Manager,Dr. L. Fernandez,QP / Responsible Person,2021-04-28,2021-06-05,2021-08-08
CAPA-2022-0951,2022-10-14,2023-02-13,122,Atorvastatin 20mg Tablets,Packaging,Low,Software / System Failure,21 CFR Part 211.130,LIMS system generated incorrect assay calculation for batch C1348B — formula error in dissolution calculation module introduced in version 6.6 upgrade.,Software upgrade validation did not include calculation verification against manual calculation for all test types. Dissolution module calculation tested for tablet dosage forms only — not vials.,All affected results manually recalculated. LIMS vendor provided emergency patch within 48 hours. Patch validated before installation. All results re-entered after patch confirmation.,LIMS upgrade validation protocol extended — all calculation modules must be verified against manual calculation for all dosage forms before go-live. No upgrade approved without QA sign-off on calculation check.,Zero LIMS calculation errors for 12 months. 100% upgrade validation compliance on change control audit.,Partially Effective,No,R. Sharma,Engineering Lead,Dr. S. Mehta,QA Director,2022-11-12,2023-01-10,2023-02-10
CAPA-2020-0952,2020-05-21,2020-09-07,109,Vancomycin 500mg Powder for Infusion,Stability,Low,Software / System Failure,ICH Q1A(R2),LIMS system generated incorrect assay calculation for batch B6919B — formula error in assay calculation module introduced in version 7.1 upgrade.,Software upgrade validation did not include calculation verification against manual calculation for all test types. Dissolution module calculation tested for tablet dosage forms only — not vials.,All affected results manually recalculated. LIMS vendor provided emergency patch within 48 hours. Patch validated before installation. All results re-entered after patch confirmation.,LIMS upgrade validation protocol extended — all calculation modules must be verified against manual calculation for all dosage forms before go-live. No upgrade approved without QA sign-off on calculation check.,Zero LIMS calculation errors for 12 months. 100% upgrade validation compliance on change control audit.,Effective,No,T. Brown,Regulatory Affairs Lead,Dr. S. Mehta,QA Director,2020-05-29,2020-06-14,2020-09-01
CAPA-2019-0953,2019-08-08,2019-11-28,112,Atorvastatin 20mg Tablets,QC Laboratory,Medium,Human Error,ICH Q2(R1),Analyst OP-6829 prepared HPLC standard solution at 62.0% of required concentration for batch D9340C assay. Results reported before error identified by second analyst during peer review.,"Analyst misread SOP — volumetric flask size specified was 100mL but analyst used 250mL. Calculation error not identified before solution use. Peer review is advisory, not mandatory.",All results for batch invalidated. Standard solution remade at correct concentration. Analysis repeated by senior analyst. Correct results obtained — batch released.,Mandatory second-analyst verification of standard solution preparation before analysis begins. LIMS calculation check added — system flags if standard response factor deviates >5% from expected.,Zero standard preparation errors for 12 months. 100% peer review compliance on monthly QC audit.,Effective,No,T. Brown,Regulatory Affairs Lead,Dr. A. Gupta,Site Director,2019-09-01,2019-09-19,2019-11-21
CAPA-2020-0954,2020-05-18,2020-09-18,123,Heparin Sodium 5000IU/mL,Manufacturing,Medium,Human Error,21 CFR Part 211.100,Operator OP-2897 added double quantity of Lactose Monohydrate to batch C1081C during dispensing. Error not detected until IPC check — quantity 29.6% above specification. Batch placed on hold.,Operator did not perform second-check of dispensed quantity before proceeding. Dispensing SOP requires second-operator verification but this step was skipped under time pressure.,Batch rejected — reblending not feasible for this formulation. Operator OP-4179 suspended from dispensing pending retraining on SOP-044. Root cause discussion conducted with team.,Second-operator verification made mandatory at system level — EBR will not allow dispensing step to advance without two distinct operator sign-offs. Supervisory oversight increased during dispensing.,Zero dispensing errors over next 6 months. EBR dual sign-off compliance 100% on monthly audit.,Partially Effective,No,S. Mehta,QA Director,Dr. A. Gupta,Site Director,2020-05-30,2020-07-15,2020-09-06
CAPA-2020-0955,2020-01-15,2020-05-14,120,Omeprazole 20mg Capsules,Sterile Fill,Low,Material / Supplier Defect,EU GMP Annex 1,API lot LOT-23431 from PackRight Ltd failed assay — 93.5% against specification of 98.0–102.0%. Three retests confirmed OOS. Certificate of Analysis stated 100.1%.,Supplier analytical method was not equivalent to Ph. Eur. pharmacopoeial method used by the pharmaceutical manufacturer. Supplier method overestimated purity due to unresolved impurity peak.,Lot rejected and returned to supplier. Emergency stock from alternative qualified supplier sourced. Formal investigation requested from supplier within 30 days.,API supplier method comparability study mandated for all new lots — correlation between supplier and in-house methods must be ≥99% before lot acceptance. Annual method comparability audit introduced.,Zero API assay OOS results from supplier method discrepancy for 24 months. Annual method comparability confirmed on supplier audit report.,Effective,No,R. Sharma,Engineering Lead,Dr. A. Gupta,Site Director,2020-01-20,2020-03-10,2020-05-07
CAPA-2021-0956,2021-04-25,2021-09-08,136,Vancomycin 500mg Powder for Infusion,Manufacturing,Medium,Environmental Control Failure,ICH Q10,HVAC system failure in Grade B manufacturing suite B — differential pressure dropped to 8 Pa (limit ≥15 Pa) for 5.2 hours during batch D7158C.,HVAC supply fan belt failed — no redundancy available on this system. Production was not notified of HVAC alarm for 45 minutes due to alarm panel location in engineering area.,"Area evacuated. Batch risk-assessed — manufacturing in early stage, low risk. Batch accepted with documented QA justification. HVAC repaired with new belt and alignment check.",Redundant HVAC fan installed in Grade B suite. HVAC alarms mirrored to production area panel and QA office. Response procedure added to area emergency response document.,Zero HVAC differential pressure failures for 12 months. Alarm response time ≤15 minutes on monthly alarm log.,Effective,No,T. Brown,Regulatory Affairs Lead,Dr. S. Mehta,QA Director,2021-05-04,2021-06-12,2021-08-31
CAPA-2019-0957,2019-03-20,2019-08-20,153,Omeprazole 20mg Capsules,Manufacturing,Medium,Environmental Control Failure,21 CFR Part 211.100,Relative humidity in tablet manufacturing suite rose to 63.0% — limit ≤55% RH. Exceedance lasted 5.0 hours during batch C1348C compression. Moisture-sensitive product at risk.,Dehumidification unit failed during seasonal high-humidity period. Preventive maintenance had not identified developing fault — unit operating at reduced capacity before failure.,Compression halted. Batch moisture content tested on retained samples — passed. Dehumidification unit repaired. Room re-qualified before restart.,Humidity alert set at 50% RH — dehumidification increases automatically before limit reached. Dehumidification unit performance check added to monthly PM including capacity verification.,RH within 55% limit for 12 months on continuous monitoring log. Zero humidity-related process holds.,Not Effective,Yes,A. Kumar,QC Manager,Dr. S. Mehta,QA Director,2019-03-30,2019-05-27,2019-08-14
CAPA-2022-0958,2022-12-16,2023-04-07,112,Salbutamol Inhaler 100mcg,Dispensary,High,Equipment Failure,21 CFR Part 211.101,Balance CEN-677 failed calibration check before dispensing for batch A7681C. Drift of 0.38g recorded — tolerance ±0.01g. Previous calibration 5 weeks prior — due date missed.,Calibration due date not tracked in equipment management system. Balance due dates maintained manually in a spreadsheet — entry not updated after last calibration.,Balance taken out of service. All quantities dispensed for batch re-weighed on calibrated balance. No weight discrepancies found — batch released.,All balance calibration due dates entered into LIMS with auto-alert 7 days before due. No dispensing activity permitted on balance with overdue calibration.,100% on-time calibration for all balances for 12 months on monthly compliance report.,Effective,No,T. Brown,Regulatory Affairs Lead,Dr. A. Gupta,Site Director,2022-12-26,2023-02-16,2023-03-31
CAPA-2022-0959,2022-07-28,2022-10-27,91,Lisinopril 10mg Tablets,QC Laboratory,Low,Environmental Control Failure,USP <1058>,Relative humidity in tablet manufacturing suite rose to 70.0% — limit ≤55% RH. Exceedance lasted 2.5 hours during batch C4997C compression. Moisture-sensitive product at risk.,Dehumidification unit failed during seasonal high-humidity period. Preventive maintenance had not identified developing fault — unit operating at reduced capacity before failure.,Compression halted. Batch moisture content tested on retained samples — passed. Dehumidification unit repaired. Room re-qualified before restart.,Humidity alert set at 50% RH — dehumidification increases automatically before limit reached. Dehumidification unit performance check added to monthly PM including capacity verification.,RH within 55% limit for 12 months on continuous monitoring log. Zero humidity-related process holds.,Partially Effective,No,P. Singh,Production Manager,Dr. S. Mehta,QA Director,2022-08-23,2022-09-04,2022-10-13
CAPA-2019-0960,2019-01-18,2019-06-03,136,Morphine Sulfate 10mg/mL Injection,Dispensary,High,Environmental Control Failure,EU GMP Chapter 5,Non-viable particle count in Grade A zone exceeded action limit during filling of batch A9998A. 35 particles ≥5.0µm/m³ recorded at fill point 2. Limit: 20 particles/m³.,LAF unit filter integrity compromised — pinhole defect found on HEPA filter during DOP test triggered post-event. Filter had been in service for {days() + 180} days against 12-month maximum.,Filling halted. HEPA filter replaced. DOP test passed on replacement filter. Batch risk-assessed — sterility test initiated. Grade A re-qualified before restart.,HEPA filter replacement scheduled at 10 months (not 12) to provide buffer. DOP test added to quarterly PM rather than annual. Filter age tracked in LIMS with auto-alert 60 days before due.,Zero non-viable particle exceedances in Grade A for 18 months. Quarterly DOP test compliance 100%.,Partially Effective,No,M. Williams,QA Analyst,Dr. L. Fernandez,QP / Responsible Person,2019-02-17,2019-03-29,2019-05-22
CAPA-2021-0961,2021-10-11,2022-01-12,93,Vancomycin 500mg Powder for Infusion,Warehouse,Medium,Process Deviation,EU GMP Chapter 3,Tablet hardness for batch A4549A failed specification — 68.0% of tablets below minimum 8.4 kP during IPC at 25% compression.,"Compression force drifted below validated minimum — tablet press {equip()} main compression roll bearing showing early wear, causing force variation between strokes.",Compression halted. Bearing replaced. Batch 100% checked by automated hardness tester. Sub-specification tablets rejected. Remaining batch released after QA review.,Compression force monitoring added to real-time SCADA display with alert at ±5% from setpoint. Main compression roll bearing added to 6-monthly PM schedule.,Zero hardness OOS events on this press for 12 months. Bearing inspection records reviewed quarterly.,Effective,No,A. Kumar,QC Manager,Dr. L. Fernandez,QP / Responsible Person,2021-11-09,2021-11-21,2022-01-06
CAPA-2023-0962,2023-05-14,2023-08-03,81,Metformin 850mg Tablets,Stability,Low,Material / Supplier Defect,21 CFR Part 211.166,Particle size of HPMC lot LOT-29523 from ChemSource Inc outside specification — D90 355.0µm against NMT 200µm. Discovered during incoming QC. Previous lots all compliant.,Supplier milling equipment calibration had drifted — milling screen replaced without re-qualification of particle size output. Change not notified to pharmaceutical customer.,"Lot rejected. Supplier formally notified. All batches manufactured with this lot quarantined — dissolution testing performed. {random.randint(2,4)} batches showed dissolution impact and were rejected.",Supplier quality agreement updated — any equipment change affecting particle size requires 30-day prior notification and sample submission for qualification testing before shipment.,Zero particle size OOS results from this supplier for 24 months. Annual supplier process capability review for critical quality attributes.,Effective,No,J. Patel,QA Manager,Dr. S. Mehta,QA Director,2023-06-12,2023-07-01,2023-07-31
