incident_id,incident_description,root_cause,corrective_action_type,preventive_action_type,severity_level,cleaned_incident
INC-2023-1677,In-process assay for batch D1185A at coating step measured 107.1% against specification of 90.4% to 108.8%.,Process Deviation,Batch quarantine and investigation,Add in-process checks at critical steps,Medium,in process assay for batch d1185a at coating step measured 107 1 against specification of 90 4 to 108 8
INC-2023-1678,Incorrect cleaning agent applied to equipment AC-270 following batch B1126A processing. Cleaning SOP not consulted prior to cleaning. Contamination risk assessed.,Human Error,Deep cleaning and sanitisation,Introduce dual-person verification,High,incorrect cleaning agent applied to equipment ac 270 following batch b1126a processing cleaning standard operating procedure not consulted prior to cleaning contamination risk assessed
INC-2023-1679,Operator OP-3839 initiated compression of batch E2828A without completing blend uniformity check. Procedural step bypassed without authorisation.,Human Error,Root cause investigation and CAPA report,Enhance supplier qualification process,Medium,operator op 3839 initiated compression of batch e2828a without completing blend uniformity check procedural step bypassed without authorisation
INC-2023-1680,Centrifuge AC-927 imbalance alarm triggered during processing of batch D7912A. Processing halted at 25% completion. Product integrity requires assessment.,Equipment Failure,Root cause investigation and CAPA report,Add in-process checks at critical steps,Medium,centrifuge ac 927 imbalance alarm triggered during processing of batch d7912a processing halted at 25 completion product integrity requires assessment
INC-2023-1681,Moisture content of HPMC lot LOT-68472 from API Solutions was 4.6% exceeding NMT specification. Material quarantined and rejected. Supplier notified.,Material / Supplier Defect,Product recall and destruction,Upgrade software with validation,Medium,moisture content of hpmc lot lot 68472 from api solutions was 4 6 exceeding nmt specification material quarantined and rejected supplier notified
INC-2023-1682,Compressed air moisture content on filling line 5 exceeded 2.6 ppm limit. Batch B8863C potentially affected.,Environmental Control Failure,Product recall and destruction,Increase monitoring frequency,Medium,compressed air moisture content on filling line 5 exceeded 2 6 ppm limit batch b8863c potentially affected
INC-2023-1683,Dissolution profile for batch D8485C failed at 45 minute timepoint. 21.3% dissolved against specification of NLT 77.0%.,Process Deviation,Deep cleaning and sanitisation,Increase monitoring frequency,High,dissolution profile for batch d8485c failed at 45 minute timepoint 21 3 dissolved against specification of nlt 77 0
INC-2023-1684,Print quality failure on label batch LOT-45880 from ExciPure Corp. Barcode not readable by automated scanner. 29.3% of labels failed reading test.,Material / Supplier Defect,Process parameter adjustment,Enhance supplier qualification process,Medium,print quality failure on label batch lot 45880 from excipure corp barcode not readable by automated scanner 29 3 of labels failed reading test
INC-2023-1685,API assay for lot LOT-85883 from ExciPure Corp measured 106.0% against specification of 90.8% to 108.5%.,Material / Supplier Defect,Root cause investigation and CAPA report,Add in-process checks at critical steps,Medium,api assay for lot lot 85883 from excipure corp measured 106 0 against specification of 90 8 to 108 5
INC-2023-1686,Blend uniformity failure detected for batch C4697B. RSD of 4.9% exceeds limit of 8.1%. Blending time was 25.1 minutes against validated 60 minutes.,Process Deviation,Root cause investigation and CAPA report,Add in-process checks at critical steps,Low,blend uniformity failure detected for batch c4697b rsd of 4 9 exceeds limit of 8 1 blending time was 25 1 minutes against validated 60 minutes
INC-2023-1687,Viable particle count in Grade B area exceeded action limit. 1 CFU per m3 detected at sample point during batch D4985C manufacture.,Environmental Control Failure,Root cause investigation and CAPA report,Implement environmental monitoring trend analysis,Medium,viable particle count in grade b area exceeded action limit 1 cfu per m3 detected at sample point during batch d4985c manufacture
INC-2023-1688,Raw material Lactose Monohydrate from supplier ChemSource Inc failed identity test on lot LOT-33951. COA confirmed identity but FTIR spectrum did not match approved reference standard.,Material / Supplier Defect,Batch quarantine and investigation,Upgrade software with validation,High,raw material lactose monohydrate from supplier chemsource inc failed identity test on lot lot 33951 coa confirmed identity but ftir spectrum did not match approved reference standard
INC-2023-1689,ERP system Veeva Vault generated duplicate batch number for two separate manufacturing orders. Traceability risk identified during batch reconciliation process.,Software / System Failure,System configuration correction,Deploy continuous training programme,High,erp system veeva vault generated duplicate batch number for two separate manufacturing orders traceability risk identified during batch reconciliation process
INC-2023-1690,Coating pan AC-170 experienced a mechanical failure during batch D4755C coating process. Spray nozzle blocked causing uneven film coating. 20.1% of tablets outside uniformity specification.,Equipment Failure,Process parameter adjustment,Implement preventive maintenance schedule,Medium,coating pan ac 170 experienced a mechanical failure during batch d4755c coating process spray nozzle blocked causing uneven film coating 20 1 of tablets outside uniformity specification
INC-2023-1691,Blend uniformity failure detected for batch C9950B. RSD of 7.8% exceeds limit of 7.2%. Blending time was 13.5 minutes against validated 47 minutes.,Process Deviation,Root cause investigation and CAPA report,Revise SOP with enhanced controls,Low,blend uniformity failure detected for batch c9950b rsd of 7 8 exceeds limit of 7 2 blending time was 13 5 minutes against validated 47 minutes
INC-2023-1692,Operator OP-2595 set drying temperature to 64.9 degrees C instead of specified 27.5 degrees C for batch D2770B. Deviation noted after 11.8 hours of processing.,Human Error,Root cause investigation and CAPA report,Deploy continuous training programme,Medium,operator op 2595 set drying temperatureerature to 64 9 degrees c instead of specified 27 5 degrees c for batch d2770b deviation noted after 11 8 hours of processing
INC-2023-1693,Relative humidity in manufacturing suite Room 202 rose to 75.0% exceeding limit for 7.5 hours during batch D5073C processing.,Environmental Control Failure,Batch quarantine and investigation,Implement environmental monitoring trend analysis,High,relative humidity in manufacturing suite room 202 rose to 75 0 exceeding limit for 7 5 hours during batch d5073c processing
INC-2023-1694,Filling pump AC-340 showed variable fill volume on line 5. Fill weights ranged 489.1mg to 515.4mg against target for batch D7824C.,Equipment Failure,Process parameter adjustment,Add in-process checks at critical steps,Medium,filling pump ac 340 showed variable fill volume on line 5 fill weights ranged 489 1mg to 515 4mg against target for batch d7824c
INC-2023-1695,Mixing time for batch C7609C reduced to 24.5 minutes due to equipment issue. Validated minimum mixing time is 42 minutes. Blend uniformity testing initiated.,Process Deviation,Batch quarantine and investigation,Revise SOP with enhanced controls,Low,mixing time for batch c7609c reduced to 24 5 minutes due to equipment issue validated minimum mixing time is 42 minutes blend uniformity testing initiated
INC-2023-1696,New employee OP-5441 in Warehouse department performed aseptic filling without completing qualification assessment for SOP SOP-055. Onboarding training gap identified.,Training Gap,Root cause investigation and CAPA report,Deploy continuous training programme,High,new employee op 5441 in warehouse department performed aseptic filling without completing qualification assessment for standard operating procedure standard operating procedure 055 onboarding training gap identified
INC-2023-1697,Tablet weight variation for batch D9787C failed at 50% compression stage. RSD of 3.3% exceeds permitted limit of 9.5%.,Process Deviation,Root cause investigation and CAPA report,Revise SOP with enhanced controls,High,tablet weight variation for batch d9787c failed at 50 compression stage rsd of 3 3 exceeds permitted limit of 9 5
INC-2023-1698,Relative humidity in manufacturing suite Suite A rose to 62.0% exceeding limit for 1.3 hours during batch B7617A processing.,Environmental Control Failure,Batch quarantine and investigation,Implement environmental monitoring trend analysis,Medium,relative humidity in manufacturing suite suite a rose to 62 0 exceeding limit for 1 3 hours during batch b7617a processing
INC-2023-1699,Bioburden of 13 CFU per 100mL detected in WFI water used for batch D2247C. Alert limit is 10 CFU per 100mL. Batch quarantined.,Process Deviation,Root cause investigation and CAPA report,Revise SOP with enhanced controls,Medium,bioburden of 13 cfu per 100ml detected in wfi water used for batch d2247c alert limit is 10 cfu per 100ml batch quarantined
INC-2023-1700,Two raw material lots LOT-14925 and LOT-77354 mixed in dispensary during weighing for batch C5301A. Mix-up detected by second operator during verification check.,Human Error,Root cause investigation and CAPA report,Deploy continuous training programme,High,two raw material lots lot 14925 and lot 77354 mixed in dispensary during weighing for batch c5301a mix up detected by second operator during verification check
INC-2023-1701,Gowning procedure not followed correctly by operator OP-5021 entering Grade A filling zone during batch A5985B filling operation. Non-compliance confirmed by CCTV review.,Human Error,Document revision and re-issuance,Revise SOP with enhanced controls,Low,gowning procedure not followed correctly by operator op 5021 entering grade a filling zone during batch a5985b filling operation non compliance confirmed by cctv review
INC-2023-1702,Operator OP-1094 used previous batch record template for batch D9303A documentation. Version mismatch identified during QA batch record review before release.,Human Error,Deep cleaning and sanitisation,Deploy continuous training programme,Medium,operator op 1094 used previous batch record temperaturelate for batch d9303a documentation version mismatch identified during qa batch record review before release
INC-2023-1703,Blend uniformity failure detected for batch E7456B. RSD of 7.3% exceeds limit of 5.7%. Blending time was 23.9 minutes against validated 53 minutes.,Process Deviation,Process parameter adjustment,Revise SOP with enhanced controls,High,blend uniformity failure detected for batch e7456b rsd of 7 3 exceeds limit of 5 7 blending time was 23 9 minutes against validated 53 minutes
INC-2023-1704,Blend uniformity failure detected for batch B1864A. RSD of 6.7% exceeds limit of 4.6%. Blending time was 19.9 minutes against validated 40 minutes.,Process Deviation,Batch quarantine and investigation,Increase monitoring frequency,Low,blend uniformity failure detected for batch b1864a rsd of 6 7 exceeds limit of 4 6 blending time was 19 9 minutes against validated 40 minutes
INC-2023-1705,Environmental monitoring software QMS Pro v3.2 failed to flag exceedance of action limit in room Room D104 during batch C7048A processing period.,Software / System Failure,Product recall and destruction,Deploy continuous training programme,Medium,environmental monitoring software qms pro v3 2 failed to flag exceedance of action limit in room room d104 during batch c7048a processing period
INC-2023-1706,Bulk density of HPMC lot LOT-21944 from PharmChem Ltd outside specification. Compressibility index of 18.5% exceeds limit affecting downstream processing.,Material / Supplier Defect,Supplier qualification review,Enhance supplier qualification process,Medium,bulk density of hpmc lot lot 21944 from pharmchem ltd outside specification compressibility index of 18 5 exceeds limit affecting downstream processing
INC-2023-1707,Visual inspection of batch D4074C identified 28 units with visible particulate matter. Batch held pending particle identification and risk assessment.,Process Deviation,Process parameter adjustment,Revise SOP with enhanced controls,High,visual inspection of batch d4074c identified 28 units with visible particulate matter batch held pending particle identification and risk assessment
INC-2023-1708,Incorrect cleaning agent applied to equipment HP-756 following batch E9077B processing. Cleaning SOP not consulted prior to cleaning. Contamination risk assessed.,Human Error,Deep cleaning and sanitisation,Introduce dual-person verification,Medium,incorrect cleaning agent applied to equipment hp 756 following batch e9077b processing cleaning standard operating procedure not consulted prior to cleaning contamination risk assessed
INC-2023-1709,Two raw material lots LOT-18397 and LOT-84065 mixed in dispensary during weighing for batch E4150B. Mix-up detected by second operator during verification check.,Human Error,Document revision and re-issuance,Deploy continuous training programme,Medium,two raw material lots lot 18397 and lot 84065 mixed in dispensary during weighing for batch e4150b mix up detected by second operator during verification check
INC-2023-1710,Filling pump CP-139 showed variable fill volume on line 1. Fill weights ranged 481.8mg to 518.6mg against target for batch E1760C.,Equipment Failure,Root cause investigation and CAPA report,Increase monitoring frequency,Medium,filling pump cp 139 showed variable fill volume on line 1 fill weights ranged 481 8mg to 518 6mg against target for batch e1760c
INC-2023-1711,Operator OP-6273 skipped in-process weight check at 75% completion during tablet compression of batch D2743B. Step omitted from batch record.,Human Error,Deep cleaning and sanitisation,Deploy continuous training programme,High,operator op 6273 skipped in process weight check at 75 completion during tablet compression of batch d2743b step omitted from batch record
INC-2023-1712,Operator OP-7338 used previous batch record template for batch E1665A documentation. Version mismatch identified during QA batch record review before release.,Human Error,Root cause investigation and CAPA report,Increase monitoring frequency,Low,operator op 7338 used previous batch record temperaturelate for batch e1665a documentation version mismatch identified during qa batch record review before release
INC-2023-1713,Out-of-specification result for batch C8036B not reported within required timeframe. Reporting delay of 7.2 hours above the required notification limit.,Documentation Error,System configuration correction,Deploy continuous training programme,Low,out of specification result for batch c8036b not reported within required timeframe reporting delay of 7 2 hours above the required notification limit
INC-2023-1714,Cleanroom Room E205 temperature exceeded upper limit for 0.8 hours during manufacture of batch A5757C. Cooling system fault identified as root cause.,Environmental Control Failure,Product recall and destruction,Install automated alarm and alert system,Medium,cleanroom room e205 temperatureerature exceeded upper limit for 0 8 hours during manufacture of batch a5757c cooling system fault identified as root cause
INC-2023-1715,Automated dispensing system SAP QM dispensed incorrect quantity of Microcrystalline Cellulose for batch C9836C. Software calibration fault confirmed. Batch quarantined pending investigation.,Software / System Failure,Product recall and destruction,Add in-process checks at critical steps,Low,automated dispensing system sap qm dispensed incorrect quantity of microcrystalline cellulose for batch c9836c software calibration fault confirmed batch quarantined pending investigation
INC-2023-1716,API assay for lot LOT-96902 from PharmChem Ltd measured 102.2% against specification of 90.2% to 109.6%.,Material / Supplier Defect,Supplier qualification review,Enhance supplier qualification process,High,api assay for lot lot 96902 from pharmchem ltd measured 102 2 against specification of 90 2 to 109 6
INC-2023-1717,Raw material Lactose Monohydrate from supplier API Solutions failed identity test on lot LOT-15947. COA confirmed identity but FTIR spectrum did not match approved reference standard.,Material / Supplier Defect,Batch quarantine and investigation,Add in-process checks at critical steps,Medium,raw material lactose monohydrate from supplier api solutions failed identity test on lot lot 15947 coa confirmed identity but ftir spectrum did not match approved reference standard
INC-2023-1718,Raw material Sodium Starch Glycolate from supplier ChemSource Inc failed identity test on lot LOT-62630. COA confirmed identity but FTIR spectrum did not match approved reference standard.,Material / Supplier Defect,Operator retraining,Upgrade software with validation,Low,raw material sodium starch glycolate from supplier chemsource inc failed identity test on lot lot 62630 coa confirmed identity but ftir spectrum did not match approved reference standard
INC-2023-1719,API assay for lot LOT-95372 from BioRaw GmbH measured 98.0% against specification of 94.3% to 105.1%.,Material / Supplier Defect,Batch quarantine and investigation,Implement preventive maintenance schedule,Low,api assay for lot lot 95372 from bioraw gmbh measured 98 0 against specification of 94 3 to 105 1
INC-2023-1720,Viable particle count in Grade B area exceeded action limit. 32 CFU per m3 detected at sample point during batch D1250C manufacture.,Environmental Control Failure,Batch quarantine and investigation,Install automated alarm and alert system,Medium,viable particle count in grade b area exceeded action limit 32 cfu per m3 detected at sample point during batch d1250c manufacture
INC-2023-1721,Dissolution apparatus HP-332 paddle speed not verified prior to testing batch A6297A. Speed found at 54 rpm instead of specified 98 rpm.,Equipment Failure,Process parameter adjustment,Add in-process checks at critical steps,High,dissolution apparatus hp 332 paddle speed not verified prior to testing batch a6297a speed found at 54 rpm instead of specified 98 rpm
INC-2023-1722,Tablet weight variation for batch B1288C failed at 50% compression stage. RSD of 6.9% exceeds permitted limit of 7.5%.,Process Deviation,Deep cleaning and sanitisation,Add in-process checks at critical steps,Medium,tablet weight variation for batch b1288c failed at 50 compression stage rsd of 6 9 exceeds permitted limit of 7 5
INC-2023-1723,Moisture content of Lactose Monohydrate lot LOT-41444 from PackRight Ltd was 4.3% exceeding NMT specification. Material quarantined and rejected. Supplier notified.,Material / Supplier Defect,Root cause investigation and CAPA report,Add in-process checks at critical steps,Medium,moisture content of lactose monohydrate lot lot 41444 from packright ltd was 4 3 exceeding nmt specification material quarantined and rejected supplier notified
INC-2023-1724,Tablet weight variation for batch C1238A failed at 50% compression stage. RSD of 5.4% exceeds permitted limit of 4.8%.,Process Deviation,Root cause investigation and CAPA report,Add in-process checks at critical steps,Low,tablet weight variation for batch c1238a failed at 50 compression stage rsd of 5 4 exceeds permitted limit of 4 8
INC-2023-1725,Bioburden of 19 CFU per 100mL detected in WFI water used for batch B7330C. Alert limit is 10 CFU per 100mL. Batch quarantined.,Process Deviation,Root cause investigation and CAPA report,Revise SOP with enhanced controls,Low,bioburden of 19 cfu per 100ml detected in wfi water used for batch b7330c alert limit is 10 cfu per 100ml batch quarantined
INC-2023-1726,Non-viable particle count in Grade A zone exceeded specification during aseptic filling of batch C3461B. 29 particles per m3 recorded. Filling halted for investigation.,Environmental Control Failure,Deep cleaning and sanitisation,Install automated alarm and alert system,Medium,non viable particle count in grade a zone exceeded specification during aseptic filling of batch c3461b 29 particles per m3 recorded filling halted for investigation
INC-2023-1727,Raw data for batch B5679C testing deleted from system before secondary review completed. Data integrity breach identified during internal audit review.,Documentation Error,System configuration correction,Revise SOP with enhanced controls,Low,raw data for batch b5679c testing deleted from system before secondary review completed data integrity breach identified during internal audit review
INC-2023-1728,Balance AC-327 failed calibration check before dispensing operations for batch B4973B. Drift of 0.26 g recorded against tolerance of 0.01 g.,Equipment Failure,Process parameter adjustment,Increase monitoring frequency,Low,balance ac 327 failed calibration check before dispensing operations for batch b4973b drift of 0 26 g recorded against tolerance of 0 01 g
INC-2023-1729,Bulk density of Magnesium Stearate lot LOT-23638 from BioRaw GmbH outside specification. Compressibility index of 19.2% exceeds limit affecting downstream processing.,Material / Supplier Defect,Product recall and destruction,Enhance supplier qualification process,High,bulk density of magnesium stearate lot lot 23638 from bioraw gmbh outside specification compressibility index of 19 2 exceeds limit affecting downstream processing
INC-2023-1730,Autoclave FP-343 failed to reach sterilisation temperature of 121 degrees C during cycle for batch A1077C. Maximum recorded temperature was 39.6 degrees C. Load quarantined pending investigation.,Equipment Failure,Process parameter adjustment,Implement preventive maintenance schedule,Low,autoclave fp 343 failed to reach sterilisation temperatureerature of 121 degrees c during cycle for batch a1077c maximum recorded temperatureerature was 39 6 degrees c load quarantined pending investigation
INC-2023-1731,Maintenance technician OP-7189 performed preventive maintenance on CP-790 using outdated procedure. Current revision not communicated after SOP update.,Training Gap,Operator retraining,Add in-process checks at critical steps,Low,maintenance technician op 7189 performed preventive maintenance on cp 790 using outdated procedure current revision not communicated after standard operating procedure update
INC-2023-1732,Autoclave TBL-594 failed to reach sterilisation temperature of 121 degrees C during cycle for batch D1228C. Maximum recorded temperature was 34.4 degrees C. Load quarantined pending investigation.,Equipment Failure,Deep cleaning and sanitisation,Add in-process checks at critical steps,Medium,autoclave tbl 594 failed to reach sterilisation temperatureerature of 121 degrees c during cycle for batch d1228c maximum recorded temperatureerature was 34 4 degrees c load quarantined pending investigation
INC-2023-1733,SOP SOP-008 version v1.1 used during batch A4114A manufacture. Current approved version is v7.8. Superseded version not removed.,Documentation Error,Operator retraining,Revise SOP with enhanced controls,Medium,standard operating procedure standard operating procedure 008 version v1 1 used during batch a4114a manufacture current approved version is v7 8 superseded version not removed
INC-2023-1734,Double dispensing of HPMC occurred for batch C7507C. Operator OP-1241 did not check previous dispensing record. Total weight 14.9% above specification.,Human Error,Document revision and re-issuance,Deploy continuous training programme,High,double dispensing of hpmc occurred for batch c7507c operator op 1241 did not check previous dispensing record total weight 14 9 above specification
INC-2023-1735,Fill volume for batch A9933A vials measured outside specification. 20 vials showed fill volume below lower specification limit on filling line.,Process Deviation,Batch quarantine and investigation,Upgrade software with validation,High,fill volume for batch a9933a vials measured outside specification 20 vials showed fill volume below lower specification limit on filling line
INC-2023-1736,Tablet weight variation for batch E5860A failed at 25% compression stage. RSD of 7.6% exceeds permitted limit of 7.1%.,Process Deviation,Batch quarantine and investigation,Add in-process checks at critical steps,Medium,tablet weight variation for batch e5860a failed at 25 compression stage rsd of 7 6 exceeds permitted limit of 7 1
INC-2023-1737,Heavy metals test for HPMC lot LOT-78584 from PharmChem Ltd failed specification. 2.54 ppm detected against permitted limit.,Material / Supplier Defect,Supplier qualification review,Add in-process checks at critical steps,Medium,heavy metals test for hpmc lot lot 78584 from pharmchem ltd failed specification 2 54 ppm detected against permitted limit
INC-2023-1738,pH of Microcrystalline Cellulose lot LOT-98739 from BioRaw GmbH measured 5.3 outside specification of 4.8 to 6.3. Material quarantined.,Material / Supplier Defect,Document revision and re-issuance,Add in-process checks at critical steps,Medium,ph of microcrystalline cellulose lot lot 98739 from bioraw gmbh measured 5 3 outside specification of 4 8 to 6 3 material quarantined
INC-2023-1739,Electronic batch record system SAP QM lost data entry for batch A5992B step 13 due to server timeout. Manual data recovery required.,Software / System Failure,Root cause investigation and CAPA report,Upgrade software with validation,Medium,electronic batch record system sap qm lost data entry for batch a5992b step 13 due to server timeout manual data recovery required
INC-2023-1740,Operator OP-9096 initiated compression of batch A2362A without completing blend uniformity check. Procedural step bypassed without authorisation.,Human Error,Deep cleaning and sanitisation,Implement preventive maintenance schedule,Low,operator op 9096 initiated compression of batch a2362a without completing blend uniformity check procedural step bypassed without authorisation
INC-2023-1741,Excipient HPMC lot LOT-64760 from PharmChem Ltd contained visible foreign particulate. Failed visual inspection during incoming QC screening.,Material / Supplier Defect,Supplier qualification review,Add in-process checks at critical steps,Medium,excipient hpmc lot lot 64760 from pharmchem ltd contained visible foreign particulate failed visual inspection during incoming qc screening
INC-2023-1742,Coating pan EQ-353 experienced a mechanical failure during batch A5596A coating process. Spray nozzle blocked causing uneven film coating. 21.5% of tablets outside uniformity specification.,Equipment Failure,Root cause investigation and CAPA report,Implement preventive maintenance schedule,High,coating pan eq 353 experienced a mechanical failure during batch a5596a coating process spray nozzle blocked causing uneven film coating 21 5 of tablets outside uniformity specification
INC-2023-1743,Environmental monitoring trend shows increasing CFU counts in Room B202 over 78 days. Action limit breached during batch A2825C manufacturing period.,Environmental Control Failure,Batch quarantine and investigation,Implement environmental monitoring trend analysis,High,environmental monitoring trend shows increasing cfu counts in room b202 over 78 days action limit breached during batch a2825c manufacturing period
INC-2023-1744,Environmental monitoring log for cleanroom Room D104 not completed for 48 days. Missing entries overlap with batch E8571C manufacture period.,Documentation Error,Operator retraining,Deploy continuous training programme,Medium,environmental monitoring log for cleanroom room d104 not completed for 48 days missing entries overlap with batch e8571c manufacture period
INC-2023-1745,API assay for lot LOT-58234 from PharmChem Ltd measured 98.8% against specification of 92.2% to 106.4%.,Material / Supplier Defect,Supplier qualification review,Add in-process checks at critical steps,High,api assay for lot lot 58234 from pharmchem ltd measured 98 8 against specification of 92 2 to 106 4
INC-2023-1746,Stability management software SAP QM failed to generate scheduled pull notification for batch C1272B samples. Stability timepoint missed by 57 days.,Software / System Failure,Product recall and destruction,Enhance supplier qualification process,High,stability management software sap qm failed to generate scheduled pull notification for batch c1272b samples stability timepoint missed by 57 days
INC-2023-1747,Operator OP-5079 added 17.2% excess of Povidone to batch C6077B during dispensing. Error not detected until in-process check. Batch placed on hold for investigation.,Human Error,Operator retraining,Introduce dual-person verification,Medium,operator op 5079 added 17 2 excess of povidone to batch c6077b during dispensing error not detected until in process check batch placed on hold for investigation
INC-2023-1748,Granule moisture content for batch E7098A measured at 4.5% exceeding validated limit. Additional drying required before compression could proceed.,Process Deviation,Batch quarantine and investigation,Add in-process checks at critical steps,High,granule moisture content for batch e7098a measured at 4 5 exceeding validated limit additional drying required before compression could proceed
INC-2023-1749,Visual inspection of batch B1356A identified 34 units with visible particulate matter. Batch held pending particle identification and risk assessment.,Process Deviation,Root cause investigation and CAPA report,Upgrade software with validation,Low,visual inspection of batch b1356a identified 34 units with visible particulate matter batch held pending particle identification and risk assessment
INC-2023-1750,ERP system Veeva Vault generated duplicate batch number for two separate manufacturing orders. Traceability risk identified during batch reconciliation process.,Software / System Failure,Product recall and destruction,Add in-process checks at critical steps,Medium,erp system veeva vault generated duplicate batch number for two separate manufacturing orders traceability risk identified during batch reconciliation process
INC-2023-1751,Operator OP-5903 set drying temperature to 66.2 degrees C instead of specified 24.8 degrees C for batch C8192C. Deviation noted after 8.4 hours of processing.,Human Error,Root cause investigation and CAPA report,Enhance supplier qualification process,High,operator op 5903 set drying temperatureerature to 66 2 degrees c instead of specified 24 8 degrees c for batch c8192c deviation noted after 8 4 hours of processing
INC-2023-1752,In-process assay for batch E7443A at coating step measured 113.5% against specification of 94.8% to 109.4%.,Process Deviation,Root cause investigation and CAPA report,Add in-process checks at critical steps,Low,in process assay for batch e7443a at coating step measured 113 5 against specification of 94 8 to 109 4
INC-2023-1753,pH of Active Pharmaceutical Ingredient lot LOT-80121 from BioRaw GmbH measured 3.5 outside specification of 4.1 to 7.8. Material quarantined.,Material / Supplier Defect,System configuration correction,Add in-process checks at critical steps,High,ph of active pharmaceutical ingredient lot lot 80121 from bioraw gmbh measured 3 5 outside specification of 4 1 to 7 8 material quarantined
INC-2023-1754,Dissolution profile for batch A5152B failed at 45 minute timepoint. 14.2% dissolved against specification of NLT 83.0%.,Process Deviation,Process parameter adjustment,Increase monitoring frequency,Medium,dissolution profile for batch a5152b failed at 45 minute timepoint 14 2 dissolved against specification of nlt 83 0
INC-2023-1755,Stability management software ChemStation failed to generate scheduled pull notification for batch A2352A samples. Stability timepoint missed by 61 days.,Software / System Failure,Root cause investigation and CAPA report,Upgrade software with validation,Medium,stability management software chemstation failed to generate scheduled pull notification for batch a2352a samples stability timepoint missed by 61 days
INC-2023-1756,Operator OP-2118 used previous batch record template for batch B3452C documentation. Version mismatch identified during QA batch record review before release.,Human Error,Root cause investigation and CAPA report,Enhance supplier qualification process,Low,operator op 2118 used previous batch record temperaturelate for batch b3452c documentation version mismatch identified during qa batch record review before release
INC-2023-1757,Fill volume for batch C9363B vials measured outside specification. 26 vials showed fill volume below lower specification limit on filling line.,Process Deviation,Root cause investigation and CAPA report,Increase monitoring frequency,Low,fill volume for batch c9363b vials measured outside specification 26 vials showed fill volume below lower specification limit on filling line
INC-2023-1758,Wrong batch number E9448A entered into batch record for batch B2345A. Documentation error discovered during QA review prior to batch release.,Human Error,Document revision and re-issuance,Revise SOP with enhanced controls,Low,wrong batch number e9448a entered into batch record for batch b2345a documentation error discovered during qa review prior to batch release
INC-2023-1759,HPLC instrument BLD-785 produced erratic baseline during analysis of batch C2772C samples. Column pressure exceeded 343 bar. Results invalidated and reanalysis required.,Equipment Failure,Deep cleaning and sanitisation,Install automated alarm and alert system,Medium,hplc instrument bld 785 produced erratic baseline during analysis of batch c2772c samples column pressure exceeded 343 bar results invalidated and reanalysis required
INC-2023-1760,Double dispensing of Colloidal Silicon Dioxide occurred for batch A4421A. Operator OP-9925 did not check previous dispensing record. Total weight 24.1% above specification.,Human Error,Root cause investigation and CAPA report,Enhance supplier qualification process,Low,double dispensing of colloidal silicon dioxide occurred for batch a4421a operator op 9925 did not check previous dispensing record total weight 24 1 above specification
INC-2023-1761,Audit trail in QMS software LIMS Nexus failed to record change made to batch A3445B record. 21 CFR Part 11 compliance gap identified during internal audit.,Software / System Failure,System configuration correction,Upgrade software with validation,Low,audit trail in qms software lims nexus failed to record change made to batch a3445b record 21 cfr part 11 compliance gap identified during internal audit
INC-2023-1762,Dissolution apparatus FP-829 paddle speed not verified prior to testing batch D4054B. Speed found at 40 rpm instead of specified 88 rpm.,Equipment Failure,Process parameter adjustment,Install automated alarm and alert system,Low,dissolution apparatus fp 829 paddle speed not verified prior to testing batch d4054b speed found at 40 rpm instead of specified 88 rpm
INC-2023-1763,Fill volume for batch B2630A vials measured outside specification. 50 vials showed fill volume below lower specification limit on filling line.,Process Deviation,Root cause investigation and CAPA report,Revise SOP with enhanced controls,Medium,fill volume for batch b2630a vials measured outside specification 50 vials showed fill volume below lower specification limit on filling line
INC-2023-1764,QA analyst OP-7630 released batch E1043C without reviewing all in-process deviation records. One unresolved deviation found post-release during annual product review.,Human Error,Operator retraining,Revise SOP with enhanced controls,High,qa analyst op 7630 released batch e1043c without reviewing all in process deviation records one unresolved deviation found post release during annual product review
INC-2023-1765,Centrifuge AC-867 imbalance alarm triggered during processing of batch A6880A. Processing halted at 75% completion. Product integrity requires assessment.,Equipment Failure,Equipment repair and recalibration,Implement preventive maintenance schedule,Medium,centrifuge ac 867 imbalance alarm triggered during processing of batch a6880a processing halted at 75 completion product integrity requires assessment
INC-2023-1766,Dissolution apparatus EQ-853 paddle speed not verified prior to testing batch D7860B. Speed found at 32 rpm instead of specified 58 rpm.,Equipment Failure,Equipment repair and recalibration,Install automated alarm and alert system,Medium,dissolution apparatus eq 853 paddle speed not verified prior to testing batch d7860b speed found at 32 rpm instead of specified 58 rpm
INC-2023-1767,Label printing software SAP QM generated incorrect format on labels for batch D5213C. Printed labels did not meet approved artwork specification.,Software / System Failure,Equipment repair and recalibration,Deploy continuous training programme,Medium,label printing software sap qm generated incorrect format on labels for batch d5213c printed labels did not meet approved artwork specification
INC-2023-1768,Filling pump CEN-622 showed variable fill volume on line 2. Fill weights ranged 483.3mg to 517.2mg against target for batch D5310A.,Equipment Failure,Equipment repair and recalibration,Implement preventive maintenance schedule,High,filling pump cen 622 showed variable fill volume on line 2 fill weights ranged 483 3mg to 517 2mg against target for batch d5310a
INC-2023-1769,Granule moisture content for batch C8566C measured at 4.1% exceeding validated limit. Additional drying required before compression could proceed.,Process Deviation,Batch quarantine and investigation,Upgrade software with validation,High,granule moisture content for batch c8566c measured at 4 1 exceeding validated limit additional drying required before compression could proceed
